query_id,corpus_id,score
q4aa0b116,d4aa1afee,0.4457955062389374
q4aa0b116,d4aa124fc,0.32088565826416016
q4aa0b116,d4aa197ca,0.3171623647212982
q4aa0b116,d4aa1530a,0.31041261553764343
q4aa0b116,d4aa18e92,0.2335144281387329
q4aa0b116,d4aa09744,0.22689534723758698
q4aa0b116,d4aa09172,0.22471867501735687
q4aa0b116,d4aa087cc,0.20953474938869476
q4aa0b116,d4aa0660c,0.19919927418231964
q4aa0b116,d4aa18744,0.19729012250900269
q4aa0a48c,d4aa18e92,0.835497260093689
q4aa0a48c,d4aa0a52c,0.8145405054092407
q4aa0a48c,d4aa0b1f2,0.7524679899215698
q4aa0a48c,d4aa1afee,0.7522497177124023
q4aa0a48c,d4aa0a9e6,0.6924969553947449
q4aa0a48c,d4aa124fc,0.557388186454773
q4aa0a48c,d4aa1b854,0.5093012452125549
q4aa0a48c,d4aa10314,0.3790340721607208
q4aa0a48c,d4aa19d7e,0.22410675883293152
q4aa0a48c,d4aa197ca,0.22385215759277344
q4aa0aeb4,d4aa0af90,0.797320544719696
q4aa0aeb4,d4aa18744,0.4495623707771301
q4aa0aeb4,d4aa1afee,0.43510985374450684
q4aa0aeb4,d4aa0abd0,0.4234824478626251
q4aa0aeb4,d4aa124fc,0.3746310770511627
q4aa0aeb4,d4aa1530a,0.37339645624160767
q4aa0aeb4,d4aa11cbe,0.3317369520664215
q4aa0aeb4,d4aa18e92,0.32562825083732605
q4aa0aeb4,d4aa19d7e,0.225638747215271
q4aa0aeb4,d4aa0550e,0.22106507420539856
q4aa05fa4,d4aa18e92,0.33705130219459534
q4aa05fa4,d4aa197ca,0.294423371553421
q4aa05fa4,d4aa1afee,0.28054046630859375
q4aa05fa4,d4aa005d6,0.2703322768211365
q4aa05fa4,d4aa19d7e,0.24996912479400635
q4aa05fa4,d4aa05ebe,0.20164060592651367
q4aa05fa4,d4aa124fc,0.19803349673748016
q4aa05fa4,d4aa18744,0.19452112913131714
q4aa05fa4,d4aa11cbe,0.18974654376506805
q4aa05fa4,d4aa04834,0.16434234380722046
q4aa092f8,d4aa093e8,0.9257218241691589
q4aa092f8,d4aa1530a,0.7539927959442139
q4aa092f8,d4aa09172,0.6991932988166809
q4aa092f8,d4aa09744,0.6778371930122375
q4aa092f8,d4aa18e92,0.5942928791046143
q4aa092f8,d4aa110e8,0.4353979229927063
q4aa092f8,d4a9ffd70,0.38380351662635803
q4aa092f8,d4aa18744,0.3231242597103119
q4aa092f8,d4aa197ca,0.2908453643321991
q4aa092f8,d4aa1afee,0.26328957080841064
q4aa06580,d4aa067ba,0.924258291721344
q4aa06580,d4aa0660c,0.8412138223648071
q4aa06580,d4aa1afee,0.6233086585998535
q4aa06580,d4aa18e92,0.6069417595863342
q4aa06580,d4aa19d7e,0.4517382085323334
q4aa06580,d4aa06a44,0.4473884105682373
q4aa06580,d4aa18744,0.4269193708896637
q4aa06580,d4aa124fc,0.38706517219543457
q4aa06580,d4aa197ca,0.3270452320575714
q4aa06580,d4aa087cc,0.3233165144920349
q4aa06cf6,d4aa06da0,0.747413694858551
q4aa06cf6,d4aa18744,0.7060490846633911
q4aa06cf6,d4aa197ca,0.5680570006370544
q4aa06cf6,d4aa1afee,0.2610863745212555
q4aa06cf6,d4aa18e92,0.20784147083759308
q4aa06cf6,d4aa19d7e,0.20563136041164398
q4aa06cf6,d4aa124fc,0.19205433130264282
q4aa06cf6,d4aa11cbe,0.17775408923625946
q4aa06cf6,d4aa087cc,0.16059517860412598
q4aa06cf6,d4aa1530a,0.1575385183095932
q4aa0090a,d4aa00978,0.9136228561401367
q4aa0090a,d4aa01288,0.6884899139404297
q4aa0090a,d4aa01b7a,0.4756302535533905
q4aa0090a,d4aa04834,0.4177708029747009
q4aa0090a,d4aa007c0,0.4018996059894562
q4aa0090a,d4aa1afee,0.3647328317165375
q4aa0090a,d4aa01440,0.18988171219825745
q4aa0090a,d4aa04474,0.1875939667224884
q4aa0090a,d4aa05ebe,0.17553840577602386
q4aa0090a,d4aa07db8,0.15285266935825348
q4aa07d2c,d4aa1afee,0.41193920373916626
q4aa07d2c,d4aa07db8,0.3891524076461792
q4aa07d2c,d4aa087cc,0.30925363302230835
q4aa07d2c,d4aa0550e,0.29123830795288086
q4aa07d2c,d4aa1530a,0.26825377345085144
q4aa07d2c,d4aa05be4,0.23267650604248047
q4aa07d2c,d4aa07714,0.2092922180891037
q4aa07d2c,d4aa197ca,0.18848857283592224
q4aa07d2c,d4aa0985c,0.17749732732772827
q4aa07d2c,d4aa09172,0.16972246766090393
q4aa09e9c,d4aa1afee,0.4176282584667206
q4aa09e9c,d4aa124fc,0.23139746487140656
q4aa09e9c,d4aa1530a,0.21822792291641235
q4aa09e9c,d4aa197ca,0.19896571338176727
q4aa09e9c,d4aa09744,0.16922764480113983
q4aa09e9c,d4aa0550e,0.15972821414470673
q4aa09e9c,d4aa18e92,0.15224668383598328
q4aa09e9c,d4aa18744,0.1468077301979065
q4aa09e9c,d4aa11cbe,0.14224408566951752
q4aa09e9c,d4aa079c6,0.13496989011764526
q4aa097bc,d4aa1afee,0.8961153030395508
q4aa097bc,d4aa18e92,0.8810533881187439
q4aa097bc,d4aa0985c,0.6501346826553345
q4aa097bc,d4a9fff3c,0.6469293236732483
q4aa097bc,d4aa10710,0.5903311371803284
q4aa097bc,d4aa197ca,0.5818027257919312
q4aa097bc,d4aa067ba,0.5732251405715942
q4aa097bc,d4aa124fc,0.5703558325767517
q4aa097bc,d4aa06f44,0.5539161562919617
q4aa097bc,d4aa09f6e,0.5189611911773682
q4aa01b02,d4aa01b7a,0.8069899678230286
q4aa01b02,d4aa00978,0.48469775915145874
q4aa01b02,d4aa1afee,0.3384273946285248
q4aa01b02,d4aa01288,0.32614314556121826
q4aa01b02,d4aa04834,0.3041765093803406
q4aa01b02,d4aa067ba,0.30003800988197327
q4aa01b02,d4aa197ca,0.2967566251754761
q4aa01b02,d4aa0660c,0.2860201299190521
q4aa01b02,d4aa19d7e,0.2674785852432251
q4aa01b02,d4aa18744,0.22924213111400604
q4aa05e14,d4aa1530a,0.33489441871643066
q4aa05e14,d4aa05ebe,0.3183690905570984
q4aa05e14,d4aa1afee,0.2800307273864746
q4aa05e14,d4aa04834,0.15006646513938904
q4aa05e14,d4aa0550e,0.1430322825908661
q4aa05e14,d4aa093e8,0.11585087329149246
q4aa05e14,d4aa067ba,0.11555112898349762
q4aa05e14,d4aa087cc,0.11259056627750397
q4aa05e14,d4aa0660c,0.10361269116401672
q4aa05e14,d4aa07714,0.1018841490149498
q4aa05b44,d4aa05be4,0.7232513427734375
q4aa05b44,d4aa197ca,0.5059329271316528
q4aa05b44,d4aa00978,0.42577293515205383
q4aa05b44,d4aa18e92,0.40967002511024475
q4aa05b44,d4aa1afee,0.3822803497314453
q4aa05b44,d4aa007c0,0.36330851912498474
q4aa05b44,d4aa04cc6,0.31776538491249084
q4aa05b44,d4aa01288,0.3138091564178467
q4aa05b44,d4aa05798,0.31254881620407104
q4aa05b44,d4aa04834,0.3032781183719635
q4aa089e8,d4aa08ad8,0.9373544454574585
q4aa089e8,d4aa124fc,0.6580885052680969
q4aa089e8,d4aa087cc,0.4571130573749542
q4aa089e8,d4aa18e92,0.3345029950141907
q4aa089e8,d4aa197ca,0.3173844516277313
q4aa089e8,d4aa1530a,0.30622661113739014
q4aa089e8,d4aa19d7e,0.2531822621822357
q4aa089e8,d4aa04e60,0.2349068969488144
q4aa089e8,d4aa0660c,0.20206540822982788
q4aa089e8,d4aa067ba,0.19521060585975647
q4aa01c7e,d4aa01cf6,0.914543092250824
q4aa01c7e,d4aa197ca,0.26887890696525574
q4aa01c7e,d4aa18e92,0.13483312726020813
q4aa01c7e,d4aa01b7a,0.11833436787128448
q4aa01c7e,d4aa124fc,0.11675417423248291
q4aa01c7e,d4aa1afee,0.10443185269832611
q4aa01c7e,d4aa01288,0.09603416174650192
q4aa01c7e,d4aa19d7e,0.09451897442340851
q4aa01c7e,d4aa06030,0.08744703978300095
q4aa01c7e,d4aa04834,0.07456103712320328
q4aa10404,d4aa1afee,0.3532056212425232
q4aa10404,d4aa09b4a,0.1523979902267456
q4aa10404,d4aa0a9e6,0.15232232213020325
q4aa10404,d4aa10922,0.08962196111679077
q4aa10404,d4aa0a7d4,0.08504600822925568
q4aa10404,d4aa0b1f2,0.07586517930030823
q4aa10404,d4aa10314,0.07553719729185104
q4aa10404,d4aa0af90,0.07077138125896454
q4aa10404,d4aa0a52c,0.06760221719741821
q4aa10404,d4aa0abd0,0.06534802168607712
q4aa069c2,d4aa1afee,0.5125223994255066
q4aa069c2,d4aa1530a,0.33987194299697876
q4aa069c2,d4aa124fc,0.31031855940818787
q4aa069c2,d4aa18e92,0.2779386639595032
q4aa069c2,d4aa1b854,0.26526546478271484
q4aa069c2,d4aa18744,0.2512621283531189
q4aa069c2,d4aa197ca,0.24117691814899445
q4aa069c2,d4aa09172,0.23348821699619293
q4aa069c2,d4aa09744,0.227615624666214
q4aa069c2,d4aa087cc,0.22020864486694336
q4aa072a0,d4aa1afee,0.4475333094596863
q4aa072a0,d4aa1b854,0.3713423013687134
q4aa072a0,d4aa18e92,0.3643935024738312
q4aa072a0,d4aa124fc,0.3051695227622986
q4aa072a0,d4aa09172,0.3004381060600281
q4aa072a0,d4aa087cc,0.29713889956474304
q4aa072a0,d4aa1530a,0.2954438030719757
q4aa072a0,d4aa0a0ea,0.2775566577911377
q4aa072a0,d4aa0550e,0.2767423093318939
q4aa072a0,d4aa07714,0.2712479531764984
q4aa1a0c6,d4aa1afee,0.8272849321365356
q4aa1a0c6,d4aa0a9e6,0.5258320569992065
q4aa1a0c6,d4aa09b4a,0.47679948806762695
q4aa1a0c6,d4aa099d8,0.38741275668144226
q4aa1a0c6,d4aa10314,0.36181893944740295
q4aa1a0c6,d4aa0a52c,0.3515341877937317
q4aa1a0c6,d4aa0a66c,0.18484140932559967
q4aa1a0c6,d4aa0a7d4,0.1342872530221939
q4aa1a0c6,d4aa0abd0,0.11711719632148743
q4aa1a0c6,d4aa10922,0.10642119497060776
q4aa01e4a,d4aa01ecc,0.8367817401885986
q4aa01e4a,d4aa005d6,0.4820639491081238
q4aa01e4a,d4aa1afee,0.4164886474609375
q4aa01e4a,d4aa124fc,0.24500411748886108
q4aa01e4a,d4aa18744,0.20567923784255981
q4aa01e4a,d4aa00978,0.20093409717082977
q4aa01e4a,d4aa18e92,0.18510641157627106
q4aa01e4a,d4aa19d7e,0.1731346845626831
q4aa01e4a,d4aa197ca,0.16539111733436584
q4aa01e4a,d4aa04834,0.16099050641059875
q4aa082fe,d4aa0839e,0.9590356349945068
q4aa082fe,d4aa07714,0.700178325176239
q4aa082fe,d4aa068fa,0.6939921379089355
q4aa082fe,d4aa19d7e,0.6899958252906799
q4aa082fe,d4aa124fc,0.6852132081985474
q4aa082fe,d4aa075a2,0.6224828362464905
q4aa082fe,d4aa0660c,0.6033015251159668
q4aa082fe,d4aa11cbe,0.602740466594696
q4aa082fe,d4aa067ba,0.6007746458053589
q4aa082fe,d4aa06274,0.5663309097290039
q4aa013c8,d4aa01440,0.860802948474884
q4aa013c8,d4aa01288,0.4277797043323517
q4aa013c8,d4aa05be4,0.38283395767211914
q4aa013c8,d4aa18e92,0.3443557918071747
q4aa013c8,d4aa197ca,0.3361354470252991
q4aa013c8,d4aa01620,0.29704713821411133
q4aa013c8,d4aa005d6,0.2479969561100006
q4aa013c8,d4aa1afee,0.2280537337064743
q4aa013c8,d4aa19d7e,0.2192542999982834
q4aa013c8,d4aa04474,0.19507254660129547
q4aa078fe,d4aa079c6,0.9212515354156494
q4aa078fe,d4aa11cbe,0.9203972220420837
q4aa078fe,d4aa19d7e,0.8020136952400208
q4aa078fe,d4aa124fc,0.7992076873779297
q4aa078fe,d4aa067ba,0.7833431363105774
q4aa078fe,d4aa07714,0.7384621500968933
q4aa078fe,d4aa075a2,0.7045876979827881
q4aa078fe,d4aa06274,0.6852132081985474
q4aa078fe,d4aa068fa,0.6466615796089172
q4aa078fe,d4aa07b56,0.5479726791381836
q4aa0b634,d4aa1afee,0.308503121137619
q4aa0b634,d4aa1530a,0.21703074872493744
q4aa0b634,d4aa124fc,0.2104582041501999
q4aa0b634,d4aa11cbe,0.16980504989624023
q4aa0b634,d4aa0985c,0.1548358052968979
q4aa0b634,d4aa10922,0.1532324254512787
q4aa0b634,d4aa19d7e,0.14732223749160767
q4aa0b634,d4aa087cc,0.146734356880188
q4aa0b634,d4aa093e8,0.14082024991512299
q4aa0b634,d4aa18744,0.13496989011764526
q4aa08ee8,d4aa08fa6,0.9443876147270203
