query_id,corpus_id,score
q616523c4,d61d88670,0.679625928401947
q616523c4,d61662094,0.6315266489982605
q616523c4,d61dc5872,0.30476588010787964
q616523c4,d61d70a84,0.2686387598514557
q616523c4,d61de7206,0.22963060438632965
q616523c4,d61cfd99e,0.20606237649917603
q616523c4,d61cefdb2,0.18554873764514923
q616523c4,d61d2d770,0.14174437522888184
q616523c4,d61e3da84,0.1390572488307953
q616523c4,d61d72b2c,0.12388429790735245
q616abdde,d61d439ee,0.7785319089889526
q616abdde,d61d8df26,0.6979595422744751
q616abdde,d61d48d04,0.48191767930984497
q616abdde,d61d3d1ac,0.47022631764411926
q616abdde,d61d5fc20,0.4366946816444397
q616abdde,d61dd97e6,0.38456594944000244
q616abdde,d61dc0eda,0.16652655601501465
q616abdde,d61da6c6a,0.1476168930530548
q616abdde,d61dcf0d4,0.1117735430598259
q616abdde,d61d67d6c,0.06044626608490944
q61667c92,d61d5b1d4,0.8780741691589355
q61667c92,d61660a50,0.7393664717674255
q61667c92,d61dcc1cc,0.6509339809417725
q61667c92,d61693946,0.19687287509441376
q61667c92,d61d48ffc,0.18817509710788727
q61667c92,d61d48bf6,0.14046616852283478
q61667c92,d61d55770,0.1115991473197937
q61667c92,d61e14f58,0.109296515583992
q61667c92,d61dc4b66,0.1078222468495369
q61667c92,d6166ba4a,0.09954918175935745
q61671ce2,d61cf8a02,0.6415576934814453
q61671ce2,d61d5dccc,0.602740466594696
q61671ce2,d61e70204,0.5973970890045166
q61671ce2,d61d5eb54,0.5880619883537292
q61671ce2,d61653238,0.47738417983055115
q61671ce2,d61dcaae8,0.31636977195739746
q61671ce2,d61e05d46,0.27747589349746704
q61671ce2,d61d36ff0,0.16466447710990906
q61671ce2,d61dfc444,0.09695366770029068
q61671ce2,d61ded7dc,0.08440987020730972
q61689f9a,d61da2ca0,0.9109979867935181
q61689f9a,d6166fc08,0.889154314994812
q61689f9a,d6167a112,0.6227582097053528
q61689f9a,d6167e460,0.34601128101348877
q61689f9a,d61d81e06,0.18997186422348022
q61689f9a,d61e2a880,0.13976022601127625
q61689f9a,d61669682,0.11061539500951767
q61689f9a,d6165996c,0.10816089808940887
q61689f9a,d61d9d0c0,0.10608731955289841
