query_id,corpus_id
q616523c4,d61d88670
q616523c4,d61662094
q616523c4,d61dc5872
q616523c4,d61d70a84
q616523c4,d61de7206
q616523c4,d61cfd99e
q616523c4,d61cefdb2
q616523c4,d61d2d770
q616523c4,d61e3da84
q616523c4,d61d72b2c
q616abdde,d61d439ee
q616abdde,d61d8df26
q616abdde,d61d48d04
q616abdde,d61d3d1ac
q616abdde,d61d5fc20
q616abdde,d61dd97e6
q616abdde,d61dc0eda
q616abdde,d61da6c6a
q616abdde,d61dcf0d4
q616abdde,d61d67d6c
q61667c92,d61d5b1d4
q61667c92,d61660a50
q61667c92,d61dcc1cc
q61667c92,d61693946
q61667c92,d61d48ffc
q61667c92,d61d48bf6
q61667c92,d61d55770
q61667c92,d61e14f58
q61667c92,d61dc4b66
q61667c92,d6166ba4a
q61671ce2,d61cf8a02
q61671ce2,d61d5dccc
q61671ce2,d61e70204
q61671ce2,d61d5eb54
q61671ce2,d61653238
q61671ce2,d61dcaae8
q61671ce2,d61e05d46
q61671ce2,d61d36ff0
q61671ce2,d61dfc444
q61671ce2,d61ded7dc
q61689f9a,d61da2ca0
q61689f9a,d6166fc08
q61689f9a,d6167a112
q61689f9a,d6167e460
q61689f9a,d61d81e06
q61689f9a,d61e2a880
q61689f9a,d61669682
q61689f9a,d6165996c
q61689f9a,d61d9d0c0
q61689f9a,d61cf1c0c
q6168d668,d61d54ce4
q6168d668,d61d439ee
q6168d668,d61cfc0da
q6168d668,d61d8df26
q6168d668,d616755e0
q6168d668,d61de8674
q6168d668,d61dd9b60
q6168d668,d61dfc98a
q6168d668,d61ceff92
q6168d668,d616511fe
q6167acb6,d6167ace8
q6167acb6,d61d827de
q6167acb6,d61eacd80
q6167acb6,d61d72b2c
q6167acb6,d61d63190
q6167acb6,d61ded89a
q6167acb6,d61d4e8ee
q6167acb6,d61d9bf22
q6167acb6,d61d7de50
q6167acb6,d61d2bd8a
q61657d88,d61657de2
q61657d88,d61e278ec
q61657d88,d6165d030
q61657d88,d61e2511e
q61657d88,d61d95abe
q61657d88,d61db8ea6
q61657d88,d61d708ea
q61657d88,d61dfff2c
q61657d88,d61dad222
q61657d88,d61e9b3be
q61696272,d61652ff4
q61696272,d61651906
q61696272,d61d52ce6
q61696272,d61cf1270
q61696272,d6168290c
q61696272,d61654976
q61696272,d61667ce2
q61696272,d61d297ce
q61696272,d61d037e0
q61696272,d61660f64
q61676be8,d6165e3e0
q61676be8,d61e9cc96
q61676be8,d61da5446
q61676be8,d61e5835c
q61676be8,d61d3412e
q61676be8,d61d3b654
q61676be8,d61d7cc26
q61676be8,d61d6a8a0
q61676be8,d61d2e756
q61676be8,d61cfd246
q6166f730,d61ddcb30
q6166f730,d61658206
q6166f730,d61cf3e12
q6166f730,d61cf6266
q6166f730,d61cf2e2c
q6166f730,d61d71a42
q6166f730,d61d30128
q6166f730,d61e343c6
q6166f730,d61d3a524
q6166f730,d61d6d3fc
q6166f5c8,d61d41824
q6166f5c8,d61d72460
q6166f5c8,d61d3791e
q6166f5c8,d61d5f234
q6166f5c8,d61d2912a
q6166f5c8,d61e01bc4
q6166f5c8,d61d13cb2
q6166f5c8,d61661aea
q6166f5c8,d61654976
q6166f5c8,d61dad948
q61692f6e,d61d3a90c
q61692f6e,d6167e6f4
q61692f6e,d61d93da4
q61692f6e,d61d3bc4e
q61692f6e,d61d29396
q61692f6e,d61659ab6
q61692f6e,d61e8d5d4
q61692f6e,d61d790ee
q61692f6e,d61df306a
q61692f6e,d61d887ce
q61672b88,d61d72b2c
q61672b88,d6167ace8
q61672b88,d61eacd80
q61672b88,d61d58f1a
q61672b88,d61d4c954
q61672b88,d61d63190
q61672b88,d61e9da2e
q61672b88,d61d4231e
q61672b88,d6166ade8
q61672b88,d61d42030
q6165539e,d61df8d26
q6165539e,d61d8d38c
q6165539e,d61d9e948
q6165539e,d61de6ac2
q6165539e,d61d8335a
q6165539e,d61d58538
q6165539e,d61d65936
q6165539e,d61d59b54
q6165539e,d6167048c
q6165539e,d61d2b362
q6164fd5e,d6164fd9a
q6164fd5e,d6167248a
q6164fd5e,d61d47bca
q6164fd5e,d61dcf962
q6164fd5e,d61da0c3e
q6164fd5e,d61d34c46
q6164fd5e,d61d41914
q6164fd5e,d61674780
q6164fd5e,d61da4e88
q6164fd5e,d6167900a
q6169567e,d61e1c8ca
q6169567e,d61d911da
q6169567e,d61db15ca
q6169567e,d61e366ee
q6169567e,d61d4429a
q6169567e,d6168cff6
q6169567e,d61d697d4
q6169567e,d61d5393e
q6169567e,d61d2f908
q6169567e,d61e3da84
q61664fc4,d6166500a
q61664fc4,d61dc28c0
q61664fc4,d61d0febe
q61664fc4,d61d4760c
q61664fc4,d61d925e4
q61664fc4,d61d868d4
q61664fc4,d61d4c21a
q61664fc4,d61d7ceec
q61664fc4,d61d876bc
q61664fc4,d61d4b2e8
q61672a5c,d61d7ea58
q61672a5c,d61d3745a
q61672a5c,d61660a50
q61672a5c,d61cefca4
q61672a5c,d61d41374
q61672a5c,d61d52ce6
q61672a5c,d61d3782e
q61672a5c,d61d39002
q61672a5c,d61e0aff8
q61672a5c,d6165c0e0
q61686f2a,d6169a002
q61686f2a,d61d02c50
q61686f2a,d61e424b2
q61686f2a,d61d697d4
q61686f2a,d61d63e10
q61686f2a,d61d5393e
q61686f2a,d6168cff6
q61686f2a,d61d2a624
q61686f2a,d61d2f908
q61686f2a,d61d4429a
q6169b92a,d6168493c
q6169b92a,d61dd0af6
q6169b92a,d61d3754a
q6169b92a,d61d96d38
q6169b92a,d61d972f6
q6169b92a,d61d02d2c
q6169b92a,d61d017ce
q6169b92a,d61d52048
q6169b92a,d61e9c570
q6169b92a,d61d8bb9a
q616ac450,d61674046
q616ac450,d61e2557e
q616ac450,d61d6ecc0
q616ac450,d61650524
q616ac450,d61e28986
q616ac450,d61d88490
q616ac450,d61d18550
q616ac450,d6165628a
q616ac450,d61cf604a
q616ac450,d61da142c
q616a4da4,d61cef696
q616a4da4,d61de4ccc
q616a4da4,d61df084c
q616a4da4,d61d8052e
q616a4da4,d61e01bc4
q616a4da4,d61d13cb2
q616a4da4,d61653f9e
q616a4da4,d61e12f50
q616a4da4,d61d2912a
q616a4da4,d61670d60
q616560fa,d61db15ca
q616560fa,d61d2f908
q616560fa,d61d5393e
q616560fa,d61cf29b8
q616560fa,d61651dca
q616560fa,d61d2a624
q616560fa,d61d44538
q616560fa,d61d45d84
q616560fa,d61d3fa1a
q616560fa,d61d697d4
q616a6afa,d61d2a624
q616a6afa,d61d45d84
q616a6afa,d61d2f908
q616a6afa,d61d5393e
q616a6afa,d61d697d4
q616a6afa,d61e0eb26
q616a6afa,d61d44538
q616a6afa,d61d63e10
q616a6afa,d6168cff6
q616a6afa,d61d32dc4
q616a6ec4,d61df8614
q616a6ec4,d6168e4f0
q616a6ec4,d61dbba2a
q616a6ec4,d61d7b362
q616a6ec4,d61d48642
q616a6ec4,d61e44ce4
q616a6ec4,d61d367a8
q616a6ec4,d61d0d5ce
q616a6ec4,d61d39d7c
q616a6ec4,d61db86e0
q61689018,d61671260
q61689018,d61d34912
q61689018,d61deb0b8
q61689018,d61d8ed2c
q61689018,d61d9adfc
q61689018,d61d55496
q61689018,d61664b46
q61689018,d61d9ec0e
q61689018,d61d4a640
q61689018,d61d2f5ac
q61682600,d616536fc
q61682600,d61d78dce
q61682600,d6166d2b4
q61682600,d61de04c4
q61682600,d61d2efa8
q61682600,d61df8538
q61682600,d61d4f230
q61682600,d61d81cb2
q61682600,d61d296f2
q61682600,d61da5338
q6165b1fe,d61de0e06
q6165b1fe,d61d30ede
q6165b1fe,d61d7567e
q6165b1fe,d61d5c25a
q6165b1fe,d61d34c46
q6165b1fe,d61657626
q6165b1fe,d61d41914
q6165b1fe,d61e0288a
q6165b1fe,d61cf198c
q6165b1fe,d6165385a
q616ab852,d61d6922a
q616ab852,d61d46a22
q616ab852,d61dde570
q616ab852,d6165d666
q616ab852,d6167fa90
q616ab852,d61d697d4
q616ab852,d61d3e4b2
q616ab852,d61d32dc4
q616ab852,d61d410f4
q616ab852,d6168cff6
q6169a3fe,d616760d0
q6169a3fe,d61dc5962
q6169a3fe,d61d3d1ac
q6169a3fe,d61e502a6
q6169a3fe,d61d870a4
q6169a3fe,d61dbe1a8
q6169a3fe,d61d2eb34
q6169a3fe,d61da5446
q6169a3fe,d61d0325e
q6169a3fe,d61e3da84
q61695552,d6168ecb6
q61695552,d61d0d420
q61695552,d61d3adee
q61695552,d61d8ee44
q61695552,d61d69df6
q61695552,d61d70228
q61695552,d61d63bae
q61695552,d61e221ee
q61695552,d61d89fb6
q61695552,d61d4f230
q6165b0c8,d6165b10e
q6165b0c8,d61dec6f2
q6165b0c8,d61d4d8ae
q6165b0c8,d61d3cd60
q6165b0c8,d61db810e
q6165b0c8,d61663ce6
q6165b0c8,d61681034
q6165b0c8,d61d46540
q6165b0c8,d61d360dc
q6165b0c8,d6167048c
q61694bca,d61de7012
q61694bca,d61d33328
q61694bca,d61d58e48
q61694bca,d61d6b8cc
q61694bca,d61de308e
q61694bca,d61d7dcfc
q61694bca,d61dd95ca
q61694bca,d61d88ad0
q61694bca,d61e28116
q61694bca,d61666b6c
q61699a76,d61653f9e
q61699a76,d61decdc8
q61699a76,d61d42652
q61699a76,d61cf713e
q61699a76,d61d505b8
q61699a76,d61e01bc4
q61699a76,d61e0a09e
q61699a76,d61d8335a
q61699a76,d61d1fc2e
q61699a76,d61d69cd4
q616604ec,d61654fe8
q616604ec,d61d3b87a
q616604ec,d61d4c300
q616604ec,d61d575fc
q616604ec,d61d410f4
q616604ec,d61d697d4
q616604ec,d61dde570
q616604ec,d61d6922a
q616604ec,d61d9f172
q616604ec,d6167fa90
q61699fb2,d6169a002
q61699fb2,d61d44538
q61699fb2,d61e424b2
q61699fb2,d61d02c50
q61699fb2,d61d2ca96
q61699fb2,d61d64676
q61699fb2,d61dcf764
q61699fb2,d61d57764
q61699fb2,d61d59e6a
q61699fb2,d61cf03f2
q616a2f2c,d61668516
q616a2f2c,d61d2d9fa
q616a2f2c,d61d4f5d2
q616a2f2c,d61dfd4ac
q616a2f2c,d61652ea0
q616a2f2c,d61d61200
q616a2f2c,d61d6fdd2
q616a2f2c,d61d308da
q616a2f2c,d61d2d1f8
q616a2f2c,d61e2a880
q61671fa8,d61d46a22
q61671fa8,d61d6922a
q61671fa8,d6165d666
q61671fa8,d6167fa90
q61671fa8,d61d697d4
q61671fa8,d61d32dc4
q61671fa8,d61d410f4
q61671fa8,d61d2a624
q61671fa8,d6169a002
q61671fa8,d61d02c50
q6166e240,d61d532d6
q6166e240,d61cf177a
q6166e240,d6166e29a
q6166e240,d61d36c1c
q6166e240,d61d3c068
q6166e240,d61d85ab0
q6166e240,d61d79e68
q6166e240,d61654976
q6166e240,d61d32004
q6166e240,d61d62222
q61696d26,d61d64676
q61696d26,d61d46a22
q61696d26,d61d02c50
q61696d26,d61d52926
q61696d26,d61d575fc
q61696d26,d61d9c7c4
q61696d26,d61d958a2
q61696d26,d61e424b2
q61696d26,d61dd2234
q61696d26,d61d88c06
q61693e3c,d61d9aa64
q61693e3c,d61d96a0e
q61693e3c,d61d8b8d4
q61693e3c,d61db31a4
q61693e3c,d61dc5872
q61693e3c,d61de7968
q61693e3c,d61d15954
q61693e3c,d61673f24
q61693e3c,d616881ae
q61693e3c,d6166f3e8
q61696a1a,d61d50a4a
q61696a1a,d6165fd12
q61696a1a,d61655808
q61696a1a,d61df8826
q61696a1a,d6167a2a2
q61696a1a,d61d7acfa
q61696a1a,d61668eda
q61696a1a,d61d76d1c
q61696a1a,d61d4afa0
q61696a1a,d61d94358
q61687312,d61d53af6
q61687312,d61d8e9f8
q61687312,d61661aea
q61687312,d61d57764
q61687312,d61d3c8ba
q61687312,d61d9f550
q61687312,d61d72460
q61687312,d61cf03f2
q61687312,d6165bf50
q61687312,d61df7552
q61672796,d6165a042
q61672796,d61d32dc4
q61672796,d61d7c244
q61672796,d61d63e10
q61672796,d61d2f908
q61672796,d61d5393e
q61672796,d61656168
q61672796,d6165d666
q61672796,d61d4429a
q61672796,d61cfb950
q61672e9e,d61672ef8
q61672e9e,d61e5df28
q61672e9e,d61d07732
q61672e9e,d61d44538
q61672e9e,d6165b74e
q61672e9e,d61e3724c
q61672e9e,d61d5e078
q61672e9e,d61d2f908
q61672e9e,d61d2fb1a
q61672e9e,d61da796c
q6169d072,d61dbf544
q6169d072,d61ceeec6
q6169d072,d61dad09c
q6169d072,d61d3a394
q6169d072,d61d2b934
q6169d072,d61d37e00
q6169d072,d61680d6e
q6169d072,d61d30ede
q6169d072,d61e0288a
q6169d072,d61674780
q6169c1b8,d61d30204
q6169c1b8,d61d2a016
q6169c1b8,d61d8614a
q6169c1b8,d61d75386
q6169c1b8,d61e3da84
q6169c1b8,d61cf8f20
q6169c1b8,d616749e2
q6169c1b8,d61df4dc0
q6169c1b8,d61d917c0
q6169c1b8,d6166d174
q616637b4,d61d45aaa
q616637b4,d61d3d1ac
q616637b4,d61d816a4
q616637b4,d61dbab34
