query_id,corpus_id
q82d4c6ec,d86cf72ce
q82d4c6ec,d8d569dde
q82d4c6ec,d81a04fe4
q82d4c6ec,d8eca4d96
q82d4c6ec,d8e39a386
q82d4c6ec,d81b362b4
q82d4c6ec,d8d3fbbaa
q82d4c6ec,d8ac21a12
q82d4c6ec,d817bbf1c
q82d4c6ec,d8f508f28
q855a35a0,d899b62b0
q855a35a0,d8bef68f4
q855a35a0,d885f420e
q855a35a0,d88c3582a
q855a35a0,d824fcf78
q855a35a0,d8d000c76
q855a35a0,d8d72ed18
q855a35a0,d88ac74a2
q855a35a0,d8b865792
q855a35a0,d816dc65a
q85384530,d87180e58
q85384530,d8efed354
q85384530,d8d9d07ec
q85384530,d8c1c8c3a
q85384530,d8a86226e
q85384530,d81f401c0
q85384530,d819b3162
q85384530,d8ce7fc30
q85384530,d85fbdd2e
q85384530,d881e1fe0
q842c8af2,d842c8cfa
q842c8af2,d842c8dd6
q842c8af2,d842c8c64
q85451756,d81180850
q85451756,d8f073148
q85451756,d8646ec7e
q85451756,d8e09d12e
q85451756,d8cd8ab36
q85451756,d8af9da56
q85451756,d87d57966
q85451756,d85fbdcd4
q85451756,d89c0363a
q85451756,d8aa0ec0c
q85737826,d8d4f7194
q85737826,d8a2da2c4
q85737826,d8f4a86a0
q85737826,d8ee058c0
q85737826,d8cb2d672
q85737826,d8a00cd80
q85737826,d8c70859c
q85737826,d87b7026a
q85737826,d8b7f7224
q85737826,d8d0c3578
q827742c4,d827745bc
q827742c4,d827744c2
q827742c4,d8277463e
q81e448f2,d81e4fc3e
q81e448f2,d81e4fc98
q81e448f2,d81e4fb4e
q81e448f2,d81e4fd60
q82305cc4,d8a27a662
q82305cc4,d86b7c0fc
q82305cc4,d815f4936
q82305cc4,d81907006
q82305cc4,d8db0b21a
q82305cc4,d8db0b1d4
q82305cc4,d882b615a
q82305cc4,d8af972be
q82305cc4,d86e7a89e
q82305cc4,d87adb1ba
q81a100a6,d81a10218
q81a100a6,d81a10394
q81a100a6,d81a10434
q81a100a6,d81a10312
q81a100a6,d81a102ae
q847a1ac4,d8b0a1dda
q847a1ac4,d8a149ac2
q847a1ac4,d87b64280
q847a1ac4,d884f250e
q847a1ac4,d8267f210
q847a1ac4,d8b827730
q847a1ac4,d8f62a17c
q847a1ac4,d87821a96
q847a1ac4,d86287226
q847a1ac4,d8bd86b7c
q82bb179c,d87ec1c16
q82bb179c,d82afa5ce
q82bb179c,d8da2d456
q82bb179c,d8bfc2a30
q82bb179c,d8d2ea612
q82bb179c,d8f2d7826
q82bb179c,d829909b8
q82bb179c,d8d13711c
q82bb179c,d8a4eed76
q82bb179c,d889b1ff4
q82787914,d82787a7c
q82787914,d82787b30
q82787914,d82787ad6
q82787914,d82787a22
q847c4394,d83b9f406
q847c4394,d8b083b14
q847c4394,d8b901d68
q847c4394,d8eaff428
q847c4394,d8ec13184
q847c4394,d86389e9e
q847c4394,d8a4b4054
q847c4394,d889959ee
q847c4394,d8dbf2f7a
q847c4394,d8203ffd0
q85306054,d8be6bd58
q85306054,d867cd352
q85306054,d888523c0
q85306054,d8866b868
q85306054,d8b78e986
q85306054,d8c813054
q85306054,d8d000cf8
q85306054,d88465f0a
q85306054,d8dec83a8
q85306054,d8d9ffbaa
q81b147b8,d8d4e165a
q81b147b8,d89e3c578
q81b147b8,d8b0129dc
q81b147b8,d87b01f0e
q81b147b8,d8a255da8
q81b147b8,d8a4a4320
q81b147b8,d81d04de8
q81b147b8,d8d63803a
q81b147b8,d87da9b94
q81b147b8,d8b849164
q81a86062,d8cf80d14
q81a86062,d8bb3432e
q81a86062,d8865d9c0
q81a86062,d8c1a8a20
q81a86062,d8833c07a
q81a86062,d8e18a4ba
q81a86062,d8e533da0
q81a86062,d8903835a
q81a86062,d8cd8abcc
q81a86062,d8cfb218e
q852ed734,d8b0a1dda
q852ed734,d8ded88fc
q852ed734,d891c7040
q852ed734,d8d590bfa
q852ed734,d86a875d4
q852ed734,d87c4529e
q852ed734,d864d2044
q852ed734,d8c882346
q852ed734,d89c0de6e
q852ed734,d89d96c2c
q81097aec,d8af4c2f0
q81097aec,d8665d558
q81097aec,d886f7ea8
q81097aec,d8dae16c2
q81097aec,d8bdeb0f4
q81097aec,d8785f0d0
q81097aec,d8785f094
q81097aec,d8b8a5a54
q81097aec,d86efa9c2
q81097aec,d85f42ffc
q8232eeda,d8232f1aa
q8232eeda,d8232efe8
q8232eeda,d8232f0ba
q8232eeda,d8232f060
q82c368f2,d89381ff2
q82c368f2,d8785f224
q82c368f2,d87a7e294
q82c368f2,d89f8692e
q82c368f2,d8a223308
q82c368f2,d81e4fc98
q82c368f2,d8dc3a032
q82c368f2,d8f29f8a4
q82c368f2,d8b6ddadc
q82c368f2,d8f3d38b0
q83dfd0c2,d8a6b0042
q83dfd0c2,d881637da
q83dfd0c2,d8b0a1ef2
q83dfd0c2,d88163758
q83dfd0c2,d862c3e88
q83dfd0c2,d85fbdbf8
q83dfd0c2,d8785f1f2
q83dfd0c2,d86dabb66
q83dfd0c2,d8d4a9e30
q83dfd0c2,d8204fcf0
q84448792,d8a3e1b0e
q84448792,d8e8a647e
q84448792,d878d6072
q84448792,d88c1f1f6
q84448792,d8a8783d4
q84448792,d8dbcea9e
q84448792,d85eaad4c
q84448792,d8f72f1d0
q84448792,d81bc4c58
q84448792,d82a3a576
q8332f334,d815cd25a
q8332f334,d8cb2d460
q8332f334,d8e26449e
q8332f334,d8806fc16
q8332f334,d89c0de6e
q8332f334,d8c882346
q8332f334,d86a875d4
q8332f334,d864d2044
q8332f334,d8b14ccd0
q8332f334,d89392f64
q83905290,d87f3c42a
q83905290,d8b0a1dda
q83905290,d86f5c8e8
q83905290,d89337b78
q83905290,d884f250e
q83905290,d86287226
q83905290,d8267f210
q83905290,d8f62a17c
q83905290,d899fdaac
q83905290,d87821a96
q84a187b2,d8b71cc6e
q84a187b2,d8157dc32
q84a187b2,d89c28714
q84a187b2,d8b42c1b2
q84a187b2,d814986f0
q84a187b2,d81c09164
q84a187b2,d8dec8560
q84a187b2,d86e1fb56
q84a187b2,d8968e092
q84a187b2,d89663ef0
q833c8228,d8c9261a8
q833c8228,d8f67cc1a
q833c8228,d8f696b6a
q833c8228,d8ca743a2
q833c8228,d86481c2a
q833c8228,d8b55238e
q833c8228,d8777ecf6
q833c8228,d86d31078
q833c8228,d80ee27b0
q833c8228,d884abfe6
q85c8bb88,d8e0b4df6
q85c8bb88,d897e440a
q85c8bb88,d88f7ba2a
q85c8bb88,d88fd8dec
q85c8bb88,d8ddaa322
q85c8bb88,d8a53190a
q85c8bb88,d86261d96
q85c8bb88,d86abb366
q85c8bb88,d86efa878
q85c8bb88,d8995d598
q8144794e,d81447b6a
q8144794e,d81447ac0
q8144794e,d81447bb0
q8144794e,d81447a3e
q8144794e,d81447c5a
q8144794e,d81447c00
q84abfc2e,d820d05c6
q84abfc2e,d89ac6330
q84abfc2e,d88540362
q84abfc2e,d8691c280
q84abfc2e,d82b41fe6
q84abfc2e,d87cadb14
q84abfc2e,d82b42036
q84abfc2e,d8f8aa8e8
q84abfc2e,d88c6f002
q84abfc2e,d87574ba4
q811aabe6,d811aaf06
q811aabe6,d811aafb0
q811d0d0a,d811d1048
q811d0d0a,d811d0e9a
q811d0d0a,d811dc146
q811d0d0a,d811d0ef4
q811d0d0a,d811dc222
q811d0d0a,d811dc0c4
q82364166,d899c5800
q82364166,d8aac31b6
q82364166,d85fde010
q82364166,d8dd215d6
q82364166,d8991345c
q82364166,d8c59d680
q82364166,d875c518a
q82364166,d820d05c6
q82364166,d89c28714
q82364166,d8b5b91f6
q83c3dbba,d8a751f5a
q83c3dbba,d8a7a808a
q83c3dbba,d815dd8ee
q83c3dbba,d8e64bb7a
q83c3dbba,d8bd741ca
q83c3dbba,d81e7a466
q83c3dbba,d8e58679e
q83c3dbba,d87903324
q83c3dbba,d82a93c34
q83c3dbba,d865bf06a
q8258ff9e,d82581f3e
q8258ff9e,d82581f84
q8258ff9e,d82581e94
q8258ff9e,d82581ef8
q84360b04,d82581f3e
q84360b04,d827ba47c
q84360b04,d8c6c167e
q84360b04,d8a4a437a
q84360b04,d8b0129dc
q84360b04,d87da9b94
q84360b04,d8b849164
q84360b04,d87d2d710
q84360b04,d89cd4b4a
q84360b04,d89365532
q8397ee9c,d8f68a432
q8397ee9c,d812de404
q8397ee9c,d8181896a
q8397ee9c,d8e075caa
q8397ee9c,d8ee34bc0
q8397ee9c,d8a27a7de
q8397ee9c,d8f56569c
q8397ee9c,d89b8a2f8
q8397ee9c,d88fb4d52
q8397ee9c,d89420846
q818cb290,d818cb4d4
q818cb290,d818cb43e
q818cb290,d818cb592
q818cb290,d818cb3a8
q8203fe68,d8203ffd0
q82f207b6,d82f20c66
q82f207b6,d82f20b58
q82f207b6,d82f20a86
q83e3e52c,d816cabc6
q83e3e52c,d8ec31756
q83e3e52c,d8b09080a
q83e3e52c,d8617c87c
q83e3e52c,d8b0541d4
q83e3e52c,d880209cc
q83e3e52c,d8a02a010
q83e3e52c,d874df77a
q83e3e52c,d8d7575d8
q83e3e52c,d8327a5ce
q82374f34,d82375240
q82374f34,d8237510a
q82374f34,d823751e6
q82374f34,d82375092
q83e16b08,d813171b4
q83e16b08,d8d70d320
q83e16b08,d88d9abe8
q83e16b08,d8c0c04c8
q83e16b08,d8bdc4eb8
q83e16b08,d8bb34158
q83e16b08,d8a971df8
q83e16b08,d888523c0
q83e16b08,d8e3eb77c
q83e16b08,d8bb3cbb4
q830208be,d8bd1789e
