query_id,corpus_id,score
qd496f102,dd496f152,0.7738497853279114
qd496f102,dd4b985b4,0.7058058381080627
qd496f102,dd4ba111e,0.6924969553947449
qd496f102,dd4b9a788,0.6356076002120972
qd496f102,dd4bc9542,0.493775337934494
qd496f102,dd4c2f676,0.48089370131492615
qd496f102,dd4c5937c,0.4443483352661133
qd496f102,dd4972226,0.4372713267803192
qd496f102,dd4c5e502,0.43424591422080994
qd496f102,dd4c1a4c4,0.3902672231197357
qd49859fc,dd4c109d8,0.30386653542518616
qd49859fc,dd4c5ddfa,0.1532324254512787
qd49859fc,dd4c4af66,0.146734356880188
qd49859fc,dd4bb6870,0.14375200867652893
qd49859fc,dd4c4f6b0,0.13870687782764435
qd49859fc,dd4c3b2b4,0.13469648361206055
qd49859fc,dd4bee7ac,0.13178682327270508
qd49859fc,dd4b8ef96,0.1274246722459793
qd49859fc,dd4979b84,0.12471342086791992
qd49859fc,dd4b9d19a,0.11999492347240448
qd498d6fc,dd498af42,0.7302326560020447
qd498d6fc,dd4c346bc,0.7130526304244995
qd498d6fc,dd497d298,0.7009158134460449
qd498d6fc,dd496fd78,0.6929957866668701
qd498d6fc,dd4b9e234,0.6572970151901245
qd498d6fc,dd4c37dd0,0.6423657536506653
qd498d6fc,dd4c58382,0.6091760396957397
qd498d6fc,dd497587c,0.5982423424720764
qd498d6fc,dd4bf81e4,0.5363377928733826
qd498d6fc,dd4c4ff98,0.5192537903785706
qd496d118,dd4c3af26,0.929036021232605
qd496d118,dd4c377ea,0.9244221448898315
qd496d118,dd4bd002c,0.9084964394569397
qd496d118,dd4bd0162,0.907910168170929
qd496d118,dd4bd5eb4,0.8939130902290344
qd496d118,dd496d15e,0.8856416344642639
qd496d118,dd4baa548,0.8825193047523499
qd496d118,dd4bb8fa8,0.8663251399993896
qd496d118,dd4be481a,0.8588255047798157
qd496d118,dd4c0b726,0.8424620628356934
qd498f394,dd497ff02,0.7175866365432739
qd498f394,dd4bd25ac,0.4013364017009735
qd498f394,dd4b9c66e,0.2846013307571411
qd498f394,dd4bff354,0.2780342400074005
qd498f394,dd497875c,0.23855946958065033
qd498f394,dd4c4e0f8,0.23202331364154816
qd498f394,dd4c00dee,0.2260485142469406
qd498f394,dd4ba7f28,0.21529336273670197
qd498f394,dd497da9a,0.17698465287685394
qd498f394,dd4c16450,0.15606659650802612
qd4980326,dd4ba2a5a,0.3252745568752289
qd4980326,dd4c528e2,0.2923886179924011
qd4980326,dd4ba02f0,0.2565063536167145
qd4980326,dd4b97e7a,0.2192542999982834
qd4980326,dd4b902a6,0.1858145296573639
qd4980326,dd4b8b15c,0.17638801038265228
qd4980326,dd4c35bd4,0.15996427834033966
qd4980326,dd4c5081c,0.15894335508346558
qd4980326,dd4c07df6,0.15104061365127563
qd4980326,dd4bb2d7e,0.132930725812912
qd498cc2a,dd497ad9a,0.7986429929733276
qd498cc2a,dd4b94ed2,0.6609830856323242
qd498cc2a,dd4c66176,0.572364866733551
qd498cc2a,dd4b8c340,0.5364834666252136
qd498cc2a,dd4ba534a,0.3977518081665039
qd498cc2a,dd4bbe1b0,0.3692246377468109
qd498cc2a,dd4bd73ea,0.3501330018043518
qd498cc2a,dd4c0781a,0.3086594045162201
